U72;Ruling Cabinet - Start;Name;Start Year;End Year;Retirement Year;Ideology;Personality;Loyalty;Picturename;X
392331;Chief of Air Force;Panagiotis Papanikolaou;2003;2050;2050;SL;Air Superiority Doctrine;High;Unknown;x
392332;Head of State;Karolos Papoulias;2005;2050;2050;SD;Insignificant Layman;High;M32011;x
392333;Head of Government;Costas Caramanlis;2004;2050;2050;ML;Corporate Suit;High;M32012;x
392334;Foreign Minister;Petros Molyviatis;2004;2050;2050;ML;Great Compromiser;High;M32013;x
392335;Minister of Armament;Giorgios Alogoskoufis;2004;2050;2050;ML;Administrative Genius;High;Unknown;x
392336;Minister of Security;Giorgios Voulgarakis;2004;2050;2050;ML;Crime Fighter;High;Unknown;x
392337;Head of Military Intelligence;Pavlos Apostolidis;2005;2050;2050;ML;Political Specialist;High;Unknown;x
392338;Chief of Air Force;Giorgos Avlonitis;2004;2050;2050;ML;Air Superiority Doctrine;High;Unknown;x
392339;Head of Government;Jan Peter Balkenende;2003;2050;2050;SC;Silent Workhorse;High;M11601;x
392340;Foreign Minister;Ben Bot;2003;2050;2050;SC;General Staffer;High;M11602;x
392341;Minister of Armament;Henk Kamp;2003;2050;2050;SC;Military Entrepreneur;High;M11606;x
392342;Minister of Security;Piet Hein Donner;2003;2050;2050;SC;Man of the People;High;M11604;x
392343;Head of Military Intelligence;B.Dedden;2003;2050;2050;SC;Technical Specialist;High;Unknown;x
392344;Chief of Staff;Henk Kamp;2003;2050;2050;SC;School of Defence;High;M11606;x
392345;Chief of Army;Marcel Urlings;2003;2050;2050;SC;Guns and Butter Doctrine;High;M11607;x
392346;Chief of Navy;R.Klaver;2003;2050;2050;SC;Indirect Approach Doctrine;High;M11608;x
392347;Chief of Air Force;D.L.Berlijn;2003;2050;2050;SC;Naval Aviation Doctrine;High;M11609;x
392348;Head of State;Carlo Azeglio Ciampi;2003;2050;2050;SC;Insignificant Layman;Very High;M7700;x
392349;Head of Government;Silvio Berlusconi;2003;2050;2050;ML;Flamboyant Tough Guy;High;M7701;x
392350;Foreign Minister;Gianfranco Fini;2003;2050;2050;ML;General Staffer;High;M7702;x
392351;Minister of Armament;Claudio Scajola;2003;2050;2050;ML;Military Entrepreneur;High;M7703;x
392352;Minister of Security;Giuseppe Pisanu;2003;2050;2050;ML;Man of the People;High;M7704;x
392353;Head of Military Intelligence;Altero Matteoli;2003;2050;2050;SC;Industrial Specialist;High;M7705;x
392354;Chief of Staff;Domenico Siniscalco;2003;2050;2050;SC;School of Fire Support;High;M7706;x
392355;Chief of Army;Antonio Martino;2003;2050;2050;SD;Guns and Butter Doctrine;High;M7707;x
392356;Chief of Navy;Filippo Berselli;2003;2050;2050;SD;Indirect Approach Doctrine;High;M7708;x
392357;Chief of Air Force;Salvatore Cicu;2003;2050;2050;ML;Naval Aviation Doctrine;High;M7709;x
392371;Foreign Minister;Lydie Polfer;2003;2050;2050;SC;Great Compromiser;High;M49003;x
392372;Minister of Armament;Jean-Claude Juncker;2003;2050;2050;SC;Administrative Genius;High;M49002;x
392373;Minister of Security;Luc Frieden;2003;2050;2050;SC;Silent Lawyer;High;M49005;x
392374;Head of Military Intelligence;Jean-Claude Juncker;2003;2050;2050;SC;Political Specialist;High;M49002;x
392375;Chief of Staff;Nico Ries;2003;2050;2050;SC;School of Defence;High;M49007;x
392376;Chief of Army;Nico Ries;2003;2050;2050;SC;Guns and Butter Doctrine;High;M49007;x
392377;Chief of Navy;None;2003;2050;2050;SC;Undistinguished Suit;High;M49009;x
392378;Chief of Air Force;None;2003;2050;2050;SC;Undistinguished Suit;High;M49010;x
392379;Head of Government;Jose Maria Aznar;2003;2050;2050;SC;Silent Workhorse;High;M76001;x
392380;Foreign Minister;Pilar del Castillo;2003;2050;2050;SC;General Staffer;High;M76002;x
392381;Minister of Armament;Federico Trillo;2003;2050;2050;SC;Military Entrepreneur;High;M76003;x
392382;Minister of Security;Javier Arenas;2003;2050;2050;SC;Man of the People;High;M76004;x
392383;Head of Military Intelligence;Alberto Saiz Cortés;2003;2050;2050;SC;Industrial Specialist;High;M76005;x
392384;Chief of Staff;Félix Sanz Roldán;2003;2050;2050;SC;School of Fire Support;High;M76006;x
392385;Chief of Army;Jose Antonio Garcia Gonzalez;2003;2050;2050;SC;Guns and Butter Doctrine;High;M76007;x
392386;Chief of Navy;Sebastián Zaragoza Soto;2003;2050;2050;SC;Indirect Approach Doctrine;High;M76008;x
392387;Chief of Air Force;Francisco José García de la Vega;2003;2050;2050;SC;Naval Aviation Doctrine;High;M76009;x
392388;Foreign Minister;Loyola de Palacio;2003;2050;2050;SC;Iron Fisted Brute;High;M76011;x
392389;Foreign Minister;Ana Pastor Julián;2003;2050;2050;ML;General Staffer;High;M76012;x
392390;Minister of Armament;Ignacio Astarloa;2003;2050;2050;SL;Military Entrepreneur;High;M76013;x
392391;Minister of Security;Tomás Zambrana Pineda;2003;2050;2050;ML;Crime Fighter;High;M76014;x
392392;Minister of Security;Francisco Pardo Piqueras;2003;2050;2050;ML;Compassionate Gentleman;High;M76015;x
392393;Minister of Security;Ángel Acebes;2003;2050;2050;ML;Compassionate Gentleman;High;M76016;x
392394;Head of Military Intelligence;Francisco Torrente;2003;2050;2050;ML;Industrial Specialist;High;M76017;x
392395;Head of Government;José Luis Rodriguez Zapatero;2004;2050;2050;SL;Flamboyant Tough Guy;High;M76018;x
392396;Foreign Minister;Miguel Ángel Moratinos;2004;2050;2050;SL;General Staffer;High;M76019;x
392397;Minister of Security;José Bono;2004;2050;2050;SL;Crime Fighter;High;M76020;x
392398;Chief of Staff;Pedro Solbes;2004;2050;2050;ML;School of Defence;High;M76021;x
392399;Minister of Security;Mariano Rajoy;2003;2050;2050;SC;Silent Lawyer;High;M76022;x
392400;Minister of Security;José Antonio Alonso;2004;2050;2050;SL;Silent Lawyer;High;M76023;x
392401;Head of Government;Jose Socrates;2003;2050;2050;SL;Silent Workhorse;High;M67001;x
392402;Foreign Minister;Maria Manuela Franco;2003;2050;2050;SL;Ideological Crusader;High;M67002;x
392403;Minister of Armament;Luís Amado;2003;2050;2050;SL;Resource Industrialist;High;M67003;x
392404;Minister of Security;Maria Pinto de Fronseca;2003;2050;2050;SL;Crime Fighter;High;Unknown;x
392405;Head of Military Intelligence;Maria da Graça Martins;2003;2050;2050;SL;Industrial Specialist;High;Unknown;x
392406;Chief of Staff;Maria dos Anjos Capote;2003;2050;2050;SL;School of Defence;High;Unknown;x
392407;Chief of Army;Gabriel Espírito Santo;2003;2050;2050;SL;Guns and Butter Doctrine;High;M67007;x
392408;Chief of Navy;Francisco A. Torres Vidal;2003;2050;2050;SL;Open Seas Doctrine;High;M67008;x
392409;Chief of Air Force;David César de Almeida Oliveira;2003;2050;2050;SL;Naval Aviation Doctrine;High;M67009;x
392410;Head of Military Intelligence;Mariano Gago;2005;2050;2050;SL;Technical Specialist;High;M67011;x
392411;Chief of Staff;Francisco Nunes Correira;2005;2050;2050;SL;School of Defence;High;M67012;x
392412;Foreign Minister;Diogo Freitas do Amaral;2005;2050;2050;SL;Great Compromiser;High;M67013;x
392413;Chief of Staff;Antínio Costa;2005;2050;2050;SL;School of Defence;High;M67014;x
392414;Head of Government;Göran Persson;2003;2050;2050;SL;Flamboyant Tough Guy;High;M79002;x 
392415;Foreign Minister;Anna Lindh;2003;2050;2050;SL;Ideological Crusader;High;M79003;x 
392416;Minister of Armament;Leif Pagrotsky;2003;2050;2050;SL;Military Entrepreneur;High;M79004;x 
392417;Minister of Security;Thomas Bodström;2003;2050;2050;SL;Man of the People;High;M79005;x 
392418;Head of Military Intelligence;Jan Danielsson;2003;2050;2050;SL;Technical Specialist;High;M79006;x 
392419;Chief of Staff;Johan_Hederstedt;2003;2050;2050;SL;School of Defence;High;M79007;x 
392420;Chief of Army;Alf Sandqvist;2003;2050;2050;SL;Guns and Butter Doctrine;High;M79008;x 
392421;Chief of Navy;Peter Nordbeck;2003;2050;2050;SL;Base Control Doctrine;High;M79009;x 
392422;Chief of Air Force;Mats Evald Nilson;2003;2050;2050;SL;Air Superiority Doctrine;High;Unknown;x 
